Datetime,HourlyFlow,meanspeed
2019-12-04 10:30:00,911,97.71020856201976
2019-12-04 10:45:00,857,99.63127187864644
2019-12-04 11:00:00,814,99.27518427518427
2019-12-04 11:15:00,808,101.45668316831683
2019-12-04 11:30:00,827,100.76299879081016
2019-12-04 11:45:00,783,101.15453384418902
2019-12-04 12:00:00,803,101.37484433374844
2019-12-04 12:15:00,844,99.14810426540285
2019-12-04 12:30:00,853,100.14302461899179
2019-12-04 12:45:00,877,100.8654503990878
2019-12-04 13:00:00,837,100.10274790919952
2019-12-04 13:15:00,830,100.63253012048193
2019-12-04 13:30:00,878,99.3997722095672
2019-12-04 13:45:00,876,98.88470319634703
2019-12-04 14:00:00,866,98.69745958429561
2019-12-04 14:15:00,880,99.68295454545455
2019-12-04 14:30:00,820,100.67926829268292
2019-12-04 14:45:00,823,101.17375455650061
2019-12-04 15:00:00,895,99.44134078212291
2019-12-04 15:15:00,897,98.41248606465997
2019-12-04 15:30:00,851,101.83431257344301
2019-12-04 15:45:00,975,97.25641025641026
2019-12-04 16:00:00,1036,97.02606177606178
2019-12-04 16:15:00,1099,93.23020928116469
2019-12-04 16:30:00,1071,94.359477124183
2019-12-04 16:45:00,1119,90.99910634495085
2019-12-04 17:00:00,1102,90.95916515426497
2019-12-04 17:15:00,1024,91.9228515625
2019-12-04 17:30:00,1122,89.16310160427807
2019-12-04 17:45:00,1095,87.88219178082191
2019-12-04 18:00:00,1080,89.22685185185185
2019-12-04 18:15:00,1020,92.54705882352941
2019-12-04 18:30:00,936,94.55128205128206
2019-12-04 18:45:00,945,95.16507936507936
2019-12-04 19:00:00,821,99.70767356881852
2019-12-04 19:15:00,762,99.52230971128608
2019-12-04 19:30:00,650,100.23846153846154
2019-12-04 19:45:00,605,101.91570247933885
2019-12-04 20:00:00,535,102.45981308411216
2019-12-04 20:15:00,493,103.04056795131847
2019-12-04 20:30:00,473,105.30866807610994
2019-12-04 20:45:00,406,104.02463054187191
2019-12-04 21:00:00,401,102.9426433915212
2019-12-04 21:15:00,358,104.70949720670392
2019-12-04 21:30:00,342,103.28362573099415
2019-12-04 21:45:00,350,100.63714285714286
2019-12-04 22:00:00,258,97.46899224806202
2019-12-04 22:15:00,276,93.72463768115942
2019-12-04 22:30:00,240,93.38333333333334
2019-12-04 22:45:00,183,95.47540983606558
2019-12-04 23:00:00,142,100.75352112676056
2019-12-04 23:15:00,154,98.79220779220779
2019-12-04 23:30:00,113,99.64601769911505
2019-12-04 23:45:00,100,99.5
2019-12-05 00:00:00,78,101.57692307692308
2019-12-05 00:15:00,66,98.46969696969697
2019-12-05 00:30:00,45,96.95555555555555
2019-12-05 00:45:00,72,98.0
2019-12-05 01:00:00,33,97.42424242424242
2019-12-05 01:15:00,25,100.24
2019-12-05 01:30:00,28,93.53571428571429
2019-12-05 01:45:00,28,100.71428571428571
2019-12-05 02:00:00,26,100.73076923076923
2019-12-05 02:15:00,25,103.36
2019-12-05 02:30:00,27,98.85185185185185
2019-12-05 02:45:00,16,94.6875
2019-12-05 03:00:00,12,96.41666666666667
2019-12-05 03:15:00,16,101.5
2019-12-05 03:30:00,22,95.72727272727273
2019-12-05 03:45:00,39,89.84615384615384
2019-12-05 04:00:00,36,104.44444444444444
2019-12-05 04:15:00,32,100.21875
2019-12-05 04:30:00,37,100.72972972972973
2019-12-05 04:45:00,52,103.1923076923077
2019-12-05 05:00:00,64,105.46875
2019-12-05 05:15:00,101,103.8019801980198
2019-12-05 05:30:00,211,103.85781990521328
2019-12-05 05:45:00,278,105.84172661870504
2019-12-05 06:00:00,362,104.84254143646409
2019-12-05 06:15:00,803,103.60772104607722
2019-12-05 06:30:00,1101,93.00363306085377
2019-12-05 06:45:00,1337,81.60732984293193
2019-12-05 07:00:00,1340,77.09850746268657
2019-12-05 07:15:00,1332,69.64864864864865
2019-12-05 07:30:00,1302,65.78033794162826
2019-12-05 07:45:00,1317,70.15565679574792
2019-12-05 08:00:00,1305,64.39463601532567
2019-12-05 08:15:00,1283,65.54637568199533
2019-12-05 08:30:00,1332,66.53228228228228
2019-12-05 08:45:00,1152,68.82393755420642
2019-12-05 09:00:00,1095,95.99817351598173
2019-12-05 09:15:00,1181,92.20660457239627
2019-12-05 09:30:00,1296,88.12422839506173
2019-12-05 09:45:00,1164,92.15893470790378
2019-12-05 10:00:00,1008,97.53174603174604
2019-12-05 10:15:00,906,95.7626931567329
2019-12-05 10:30:00,929,95.71044133476857
2019-12-05 10:45:00,839,98.66030989272944
2019-12-05 11:00:00,845,97.19408284023669
2019-12-05 11:15:00,840,99.36666666666666
2019-12-05 11:30:00,856,98.53621495327103
2019-12-05 11:45:00,831,100.34416365824308
2019-12-05 12:00:00,848,98.29599056603773
2019-12-05 12:15:00,823,99.33535844471446
2019-12-05 12:30:00,821,98.89159561510353
2019-12-05 12:45:00,810,100.0
2019-12-05 13:00:00,812,101.24384236453201
2019-12-05 13:15:00,845,100.55147928994083
2019-12-05 13:30:00,840,99.82976190476191
2019-12-05 13:45:00,826,99.62469733656174
2019-12-05 14:00:00,840,100.20714285714286
2019-12-05 14:15:00,871,99.29047072330654
2019-12-05 14:30:00,916,98.10917030567686
2019-12-05 14:45:00,857,99.93932322053675
2019-12-05 15:00:00,912,99.44298245614036
2019-12-05 15:15:00,986,98.72819472616632
2019-12-05 15:30:00,1012,96.64822134387352
2019-12-05 15:45:00,1051,93.65651760228354
2019-12-05 16:00:00,1023,91.80449657869012
2019-12-05 16:15:00,1130,82.88938053097345
2019-12-05 16:30:00,1086,84.85819521178637
2019-12-05 16:45:00,1039,87.49470644850818
2019-12-05 17:00:00,1025,86.54829268292683
2019-12-05 17:15:00,1059,83.65627950897073
2019-12-05 17:30:00,1066,84.24953095684803
2019-12-05 17:45:00,1087,85.79760809567617
2019-12-05 18:00:00,1075,80.97674418604652
2019-12-05 18:15:00,1060,83.26201696512724
2019-12-05 18:30:00,899,93.04783092324806
2019-12-05 18:45:00,854,94.44613583138174
2019-12-05 19:00:00,765,98.8156862745098
2019-12-05 19:15:00,696,99.34482758620689
2019-12-05 19:30:00,704,98.18181818181819
2019-12-05 19:45:00,597,100.02680067001675
2019-12-05 20:00:00,535,103.71775700934579
2019-12-05 20:15:00,529,103.93383742911153
2019-12-05 20:30:00,477,101.27253668763103
2019-12-05 20:45:00,444,102.90090090090091
2019-12-05 21:00:00,389,103.51928020565553
2019-12-05 21:15:00,383,102.1018276762402
2019-12-05 21:30:00,312,103.12820512820512
2019-12-05 21:45:00,346,105.21098265895954
2019-12-05 22:00:00,311,105.35369774919614
2019-12-05 22:15:00,264,101.99621212121212
2019-12-05 22:30:00,213,103.94366197183099
2019-12-05 22:45:00,197,103.70558375634518
2019-12-05 23:00:00,141,104.7872340425532
2019-12-05 23:15:00,133,105.82706766917293
2019-12-05 23:30:00,108,103.63888888888889
2019-12-05 23:45:00,110,105.02727272727273
2019-12-06 00:00:00,110,105.62727272727273
2019-12-06 00:15:00,89,105.12359550561797
2019-12-06 00:30:00,66,106.71212121212122
2019-12-06 00:45:00,69,103.59420289855072
2019-12-06 01:00:00,47,102.65957446808511
2019-12-06 01:15:00,41,103.95121951219512
2019-12-06 01:30:00,30,102.33333333333333
2019-12-06 01:45:00,40,104.8
2019-12-06 02:00:00,27,108.62962962962963
2019-12-06 02:15:00,23,101.95652173913044
2019-12-06 02:30:00,33,104.33333333333333
2019-12-06 02:45:00,25,102.52
2019-12-06 03:00:00,21,98.23809523809524
2019-12-06 03:15:00,7,114.0
2019-12-06 03:30:00,26,101.92307692307692
2019-12-06 03:45:00,29,105.0
2019-12-06 04:00:00,36,100.44444444444444
2019-12-06 04:15:00,38,108.23684210526316
2019-12-06 04:30:00,40,101.925
2019-12-06 04:45:00,50,102.92
2019-12-06 05:00:00,64,101.484375
2019-12-06 05:15:00,107,104.76635514018692
2019-12-06 05:30:00,188,104.70744680851064
2019-12-06 05:45:00,279,105.45878136200717
2019-12-06 06:00:00,352,104.54829545454545
2019-12-06 06:15:00,729,103.3127572016461
2019-12-06 06:30:00,1142,89.43257443082312
2019-12-06 06:45:00,1312,80.79344512195122
2019-12-06 07:00:00,1338,71.77578475336323
2019-12-06 07:15:00,1270,67.11496062992126
2019-12-06 07:30:00,1247,68.49879711307138
2019-12-06 07:45:00,1312,63.6592987804878
2019-12-06 08:00:00,1271,63.70574350904799
2019-12-06 08:15:00,1203,75.76392352452203
2019-12-06 08:30:00,1175,93.53617021276595
2019-12-06 08:45:00,1004,99.29282868525897
2019-12-06 09:00:00,1054,96.54554079696395
2019-12-06 09:15:00,1093,98.032021957914
2019-12-06 09:30:00,1068,98.30992509363296
2019-12-06 09:45:00,960,99.98541666666667
2019-12-06 10:00:00,884,99.02149321266968
2019-12-06 10:15:00,848,99.06839622641509
2019-12-06 10:30:00,737,98.10027100271003
2019-12-06 10:45:00,873,99.53379152348225
2019-12-06 11:00:00,833,99.50540216086435
2019-12-06 11:15:00,844,97.93601895734596
2019-12-06 11:30:00,886,97.68961625282166
2019-12-06 11:45:00,878,100.11958997722095
2019-12-06 12:00:00,864,100.07407407407408
2019-12-06 12:15:00,939,100.580404685836
2019-12-06 12:30:00,961,99.08740894901145
2019-12-06 12:45:00,950,97.27894736842106
2019-12-06 13:00:00,911,94.60812294182217
2019-12-06 13:15:00,945,101.07513227513228
2019-12-06 13:30:00,953,98.55194123819517
2019-12-06 13:45:00,888,97.77815315315316
2019-12-06 14:00:00,933,95.7427652733119
2019-12-06 14:15:00,959,100.43482794577685
2019-12-06 14:30:00,945,98.23809523809524
2019-12-06 14:45:00,0,
2019-12-06 15:00:00,989,97.5267947421638
2019-12-06 15:15:00,927,98.96770721205597
2019-12-06 15:30:00,0,
2019-12-06 15:45:00,1088,95.13602941176471
2019-12-06 16:00:00,973,98.42137718396711
2019-12-06 16:15:00,0,
2019-12-06 16:30:00,0,
2019-12-06 16:45:00,0,
2019-12-06 17:00:00,0,
2019-12-06 17:15:00,0,
2019-12-06 17:30:00,1028,90.28891050583658
2019-12-06 17:45:00,0,
2019-12-06 18:00:00,746,99.53217158176943
2019-12-06 18:15:00,0,
2019-12-06 18:30:00,0,
2019-12-06 18:45:00,780,99.31153846153846
2019-12-06 19:00:00,685,97.04233576642336
2019-12-06 19:15:00,0,
2019-12-06 19:30:00,0,
2019-12-06 19:45:00,0,
2019-12-06 20:00:00,498,103.0421686746988
2019-12-06 20:15:00,0,
2019-12-06 20:30:00,425,103.76705882352941
2019-12-06 20:45:00,0,
2019-12-06 21:00:00,0,
2019-12-06 21:15:00,329,104.10942249240122
2019-12-06 21:30:00,0,
2019-12-06 21:45:00,276,102.9927536231884
2019-12-06 22:00:00,0,
2019-12-06 22:15:00,263,104.6235741444867
2019-12-06 22:30:00,0,
2019-12-06 22:45:00,176,105.48295454545455
2019-12-06 23:00:00,0,
2019-12-06 23:15:00,0,
2019-12-06 23:30:00,0,
2019-12-06 23:45:00,160,102.9375
2019-12-07 00:00:00,141,103.50354609929079
2019-12-07 00:15:00,130,103.12307692307692
2019-12-07 00:30:00,87,102.75862068965517
2019-12-07 00:45:00,97,103.21649484536083
2019-12-07 01:00:00,85,104.7764705882353
2019-12-07 01:15:00,78,104.11538461538461
2019-12-07 01:30:00,78,105.6923076923077
2019-12-07 01:45:00,64,104.34375
2019-12-07 02:00:00,67,105.80597014925372
2019-12-07 02:15:00,46,107.93478260869566
2019-12-07 02:30:00,47,104.80851063829788
2019-12-07 02:45:00,55,103.6
2019-12-07 03:00:00,40,102.15
2019-12-07 03:15:00,37,106.62162162162163
2019-12-07 03:30:00,38,105.47368421052632
2019-12-07 03:45:00,32,109.46875
2019-12-07 04:00:00,35,107.74285714285715
2019-12-07 04:15:00,34,103.17647058823529
2019-12-07 04:30:00,38,105.28947368421052
2019-12-07 04:45:00,38,99.36842105263158
2019-12-07 05:00:00,50,106.8
2019-12-07 05:15:00,52,102.40384615384616
2019-12-07 05:30:00,101,102.24752475247524
2019-12-07 05:45:00,97,103.19587628865979
2019-12-07 06:00:00,107,104.42056074766356
2019-12-07 06:15:00,158,104.90506329113924
2019-12-07 06:30:00,259,106.23552123552123
2019-12-07 06:45:00,283,106.17314487632508
2019-12-07 07:00:00,304,104.88157894736842
2019-12-07 07:15:00,359,104.33426183844011
2019-12-07 07:30:00,435,104.76781609195402
2019-12-07 07:45:00,494,103.55263157894737
2019-12-07 08:00:00,448,105.69866071428571
2019-12-07 08:15:00,545,104.71192660550459
2019-12-07 08:30:00,646,103.46284829721363
2019-12-07 08:45:00,758,105.72955145118733
2019-12-07 09:00:00,710,105.0
2019-12-07 09:15:00,776,104.22422680412372
2019-12-07 09:30:00,900,103.72777777777777
2019-12-07 09:45:00,807,103.16852540272615
2019-12-07 10:00:00,734,103.41280653950953
2019-12-07 10:15:00,757,103.47820343461031
2019-12-07 10:30:00,850,102.98941176470588
2019-12-07 10:45:00,834,104.70263788968825
2019-12-07 11:00:00,847,102.29043683589138
2019-12-07 11:15:00,874,104.40389016018307
2019-12-07 11:30:00,975,103.21230769230769
2019-12-07 11:45:00,962,102.58731808731808
2019-12-07 12:00:00,1045,101.32918660287082
2019-12-07 12:15:00,1069,100.71281571562207
2019-12-07 12:30:00,997,101.31795386158475
2019-12-07 12:45:00,1047,99.3686723973257
2019-12-07 13:00:00,943,101.12831389183457
2019-12-07 13:15:00,1025,100.00878048780488
2019-12-07 13:30:00,1020,99.40490196078431
2019-12-07 13:45:00,1053,102.20132953466286
2019-12-07 14:00:00,1007,101.56802383316783
2019-12-07 14:15:00,903,102.64341085271317
2019-12-07 14:30:00,910,101.96043956043955
2019-12-07 14:45:00,977,101.93654042988742
2019-12-07 15:00:00,898,101.70155902004454
2019-12-07 15:15:00,881,102.89330306469921
2019-12-07 15:30:00,854,102.81967213114754
2019-12-07 15:45:00,917,101.06106870229007
2019-12-07 16:00:00,895,100.30279329608939
2019-12-07 16:15:00,916,99.2150655021834
2019-12-07 16:30:00,847,98.88547815820543
2019-12-07 16:45:00,891,96.45117845117845
2019-12-07 17:00:00,763,98.06553079947575
2019-12-07 17:15:00,804,98.13308457711443
2019-12-07 17:30:00,685,97.4963503649635
2019-12-07 17:45:00,692,97.90751445086705
2019-12-07 18:00:00,662,99.40785498489426
2019-12-07 18:15:00,692,99.86416184971098
2019-12-07 18:30:00,586,101.05972696245733
2019-12-07 18:45:00,542,100.39852398523985
2019-12-07 19:00:00,565,99.63008849557522
2019-12-07 19:15:00,543,99.05893186003684
2019-12-07 19:30:00,504,99.84722222222223
2019-12-07 19:45:00,477,99.54088050314465
2019-12-07 20:00:00,416,100.09375
2019-12-07 20:15:00,361,99.21329639889197
2019-12-07 20:30:00,342,94.59941520467837
2019-12-07 20:45:00,321,97.29283489096574
2019-12-07 21:00:00,266,97.52255639097744
2019-12-07 21:15:00,208,93.47115384615384
2019-12-07 21:30:00,192,98.63020833333333
2019-12-07 21:45:00,198,101.4040404040404
2019-12-07 22:00:00,191,102.47643979057591
2019-12-07 22:15:00,194,100.22164948453609
2019-12-07 22:30:00,196,101.93367346938776
2019-12-07 22:45:00,161,105.80124223602485
2019-12-07 23:00:00,202,100.58910891089108
2019-12-07 23:15:00,175,101.30285714285715
2019-12-07 23:30:00,137,102.42335766423358
2019-12-07 23:45:00,172,101.13953488372093
